Year;Specimen;PathogenName;AntibioticName;Iso3;CountryTerritoryArea;WHORegionName;InterpretableAST;Resistant;ResistancePercentage
2022;Bloodstream;Escherichia coli;Ertapenem;CAN;Canada;Region of the Americas;1174;5;0.425894378
2022;Bloodstream;Escherichia coli;Imipenem;CAN;Canada;Region of the Americas;471;1;0.212314225
2022;Bloodstream;Escherichia coli;Meropenem;CAN;Canada;Region of the Americas;1456;3;0.206043956
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;CAN;Canada;Region of the Americas;381;89;23.359580052
2022;Bloodstream;Escherichia coli;Cefotaxime;CHE;Switzerland;European Region;411;37;9.00243309
2022;Bloodstream;Escherichia coli;Ceftazidime;CHE;Switzerland;European Region;6161;483;7.839636423
2022;Bloodstream;Escherichia coli;Ceftriaxone;CHE;Switzerland;European Region;4992;488;9.775641026
2022;Bloodstream;Escherichia coli;Ciprofloxacin;CHE;Switzerland;European Region;6221;910;14.627873332
2022;Bloodstream;Escherichia coli;Colistin;CHE;Switzerland;European Region;172;1;0.581395349
2022;Bloodstream;Escherichia coli;Ertapenem;CHE;Switzerland;European Region;5034;17;0.337703615
2022;Bloodstream;Escherichia coli;Imipenem;CHE;Switzerland;European Region;5398;2;0.03705076
2022;Bloodstream;Escherichia coli;Levofloxacin;CHE;Switzerland;European Region;2324;315;13.554216867
2022;Bloodstream;Escherichia coli;Meropenem;CHE;Switzerland;European Region;4455;1;0.022446689
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;CHE;Switzerland;European Region;4992;488;9.775641026
2022;Bloodstream;Escherichia coli;Cefepime;CMR;Cameroon;African Region;21;13;61.904761905
2022;Bloodstream;Escherichia coli;Cefotaxime;CMR;Cameroon;African Region;30;21;70.0
2022;Bloodstream;Escherichia coli;Ceftazidime;CMR;Cameroon;African Region;40;28;70.0
2022;Bloodstream;Escherichia coli;Ceftriaxone;CMR;Cameroon;African Region;27;26;96.296296296
2022;Bloodstream;Escherichia coli;Ciprofloxacin;CMR;Cameroon;African Region;37;26;70.27027027
2022;Bloodstream;Escherichia coli;Co-trimoxazole;CMR;Cameroon;African Region;28;24;85.714285714
2022;Bloodstream;Escherichia coli;Ertapenem;CMR;Cameroon;African Region;19;6;31.578947368
2022;Bloodstream;Escherichia coli;Imipenem;CMR;Cameroon;African Region;49;4;8.163265306
2022;Bloodstream;Escherichia coli;Levofloxacin;CMR;Cameroon;African Region;28;14;50.0
2022;Bloodstream;Escherichia coli;Meropenem;CMR;Cameroon;African Region;26;1;3.846153846
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;CMR;Cameroon;African Region;27;26;96.296296296
2022;Bloodstream;Escherichia coli;Cefotaxime;COD;Democratic Republic of the Congo;African Region;51;37;72.549019608
2022;Bloodstream;Escherichia coli;Ceftriaxone;COD;Democratic Republic of the Congo;African Region;51;37;72.549019608
2022;Bloodstream;Escherichia coli;Ciprofloxacin;COD;Democratic Republic of the Congo;African Region;49;31;63.265306122
2022;Bloodstream;Escherichia coli;Co-trimoxazole;COD;Democratic Republic of the Congo;African Region;50;41;82.0
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;COD;Democratic Republic of the Congo;African Region;51;37;72.549019608
2022;Bloodstream;Escherichia coli;Cefepime;COL;Colombia;Region of the Americas;14114;1555;11.017429503
2022;Bloodstream;Escherichia coli;Cefotaxime;COL;Colombia;Region of the Americas;1627;417;25.629993854
2022;Bloodstream;Escherichia coli;Ceftazidime;COL;Colombia;Region of the Americas;13925;1398;10.039497307
2022;Bloodstream;Escherichia coli;Ceftriaxone;COL;Colombia;Region of the Americas;10024;2411;24.052274541
2022;Bloodstream;Escherichia coli;Ciprofloxacin;COL;Colombia;Region of the Americas;14109;5105;36.182578496
2022;Bloodstream;Escherichia coli;Co-trimoxazole;COL;Colombia;Region of the Americas;6956;3712;53.3640023
2022;Bloodstream;Escherichia coli;Colistin;COL;Colombia;Region of the Americas;3141;38;1.209805794
2022;Bloodstream;Escherichia coli;Doripenem;COL;Colombia;Region of the Americas;1122;9;0.802139037
2022;Bloodstream;Escherichia coli;Ertapenem;COL;Colombia;Region of the Americas;13568;207;1.525648585
2022;Bloodstream;Escherichia coli;Imipenem;COL;Colombia;Region of the Americas;11452;140;1.222493888
2022;Bloodstream;Escherichia coli;Levofloxacin;COL;Colombia;Region of the Americas;3481;1155;33.180120655
2022;Bloodstream;Escherichia coli;Meropenem;COL;Colombia;Region of the Americas;14082;155;1.100695924
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;COL;Colombia;Region of the Americas;1627;417;25.629993854
2022;Bloodstream;Escherichia coli;Cefepime;CYP;Cyprus;European Region;118;30;25.423728814
2022;Bloodstream;Escherichia coli;Cefotaxime;CYP;Cyprus;European Region;118;29;24.576271186
2022;Bloodstream;Escherichia coli;Ceftazidime;CYP;Cyprus;European Region;224;37;16.517857143
2022;Bloodstream;Escherichia coli;Ceftriaxone;CYP;Cyprus;European Region;116;47;40.517241379
2022;Bloodstream;Escherichia coli;Ciprofloxacin;CYP;Cyprus;European Region;216;101;46.759259259
2022;Bloodstream;Escherichia coli;Colistin;CYP;Cyprus;European Region;104;0;0.0
2022;Bloodstream;Escherichia coli;Ertapenem;CYP;Cyprus;European Region;84;1;1.19047619
2022;Bloodstream;Escherichia coli;Imipenem;CYP;Cyprus;European Region;211;2;0.947867299
2022;Bloodstream;Escherichia coli;Levofloxacin;CYP;Cyprus;European Region;111;54;48.648648649
2022;Bloodstream;Escherichia coli;Meropenem;CYP;Cyprus;European Region;211;1;0.473933649
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;CYP;Cyprus;European Region;116;47;40.517241379
2022;Bloodstream;Escherichia coli;Cefepime;CZE;Czechia;European Region;77;37;48.051948052
2022;Bloodstream;Escherichia coli;Cefotaxime;CZE;Czechia;European Region;3565;515;14.446002805
2022;Bloodstream;Escherichia coli;Ceftazidime;CZE;Czechia;European Region;3564;428;12.008978676
2022;Bloodstream;Escherichia coli;Ciprofloxacin;CZE;Czechia;European Region;3564;650;18.237934905
2022;Bloodstream;Escherichia coli;Colistin;CZE;Czechia;European Region;353;6;1.699716714
2022;Bloodstream;Escherichia coli;Imipenem;CZE;Czechia;European Region;268;0;0.0
2022;Bloodstream;Escherichia coli;Meropenem;CZE;Czechia;European Region;1674;3;0.17921147
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;CZE;Czechia;European Region;3565;515;14.446002805
2022;Bloodstream;Escherichia coli;Cefepime;DEU;Germany;European Region;7267;576;7.926241916
2022;Bloodstream;Escherichia coli;Cefotaxime;DEU;Germany;European Region;29998;2822;9.40729382
2022;Bloodstream;Escherichia coli;Ceftazidime;DEU;Germany;European Region;31220;2725;8.728379244
2022;Bloodstream;Escherichia coli;Ceftriaxone;DEU;Germany;European Region;21953;1842;8.390652758
2022;Bloodstream;Escherichia coli;Ciprofloxacin;DEU;Germany;European Region;31625;4642;14.67826087
2022;Bloodstream;Escherichia coli;Ertapenem;DEU;Germany;European Region;20883;16;0.076617344
2022;Bloodstream;Escherichia coli;Imipenem;DEU;Germany;European Region;30606;12;0.039207998
2022;Bloodstream;Escherichia coli;Levofloxacin;DEU;Germany;European Region;16059;2523;15.710816365
2022;Bloodstream;Escherichia coli;Meropenem;DEU;Germany;European Region;31658;9;0.028428833
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;DEU;Germany;European Region;29998;2822;9.40729382
2022;Bloodstream;Escherichia coli;Cefepime;DNK;Denmark;European Region;514;30;5.836575875
2022;Bloodstream;Escherichia coli;Cefotaxime;DNK;Denmark;European Region;2801;205;7.318814709
2022;Bloodstream;Escherichia coli;Ceftazidime;DNK;Denmark;European Region;4787;301;6.287862962
2022;Bloodstream;Escherichia coli;Ceftriaxone;DNK;Denmark;European Region;1956;140;7.157464213
2022;Bloodstream;Escherichia coli;Ciprofloxacin;DNK;Denmark;European Region;5892;631;10.709436524
2022;Bloodstream;Escherichia coli;Ertapenem;DNK;Denmark;European Region;635;3;0.472440945
2022;Bloodstream;Escherichia coli;Meropenem;DNK;Denmark;European Region;5580;1;0.017921147
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;DNK;Denmark;European Region;2801;205;7.318814709
2022;Bloodstream;Escherichia coli;Cefepime;EGY;Egypt;Eastern Mediterranean Region;35;30;85.714285714
2022;Bloodstream;Escherichia coli;Cefotaxime;EGY;Egypt;Eastern Mediterranean Region;24;21;87.5
2022;Bloodstream;Escherichia coli;Ceftazidime;EGY;Egypt;Eastern Mediterranean Region;33;28;84.848484848
2022;Bloodstream;Escherichia coli;Ceftriaxone;EGY;Egypt;Eastern Mediterranean Region;15;13;86.666666667
2022;Bloodstream;Escherichia coli;Ciprofloxacin;EGY;Egypt;Eastern Mediterranean Region;31;24;77.419354839
2022;Bloodstream;Escherichia coli;Co-trimoxazole;EGY;Egypt;Eastern Mediterranean Region;25;16;64.0
2022;Bloodstream;Escherichia coli;Doripenem;EGY;Egypt;Eastern Mediterranean Region;13;8;61.538461538
2022;Bloodstream;Escherichia coli;Imipenem;EGY;Egypt;Eastern Mediterranean Region;25;8;32.0
2022;Bloodstream;Escherichia coli;Levofloxacin;EGY;Egypt;Eastern Mediterranean Region;34;26;76.470588235
2022;Bloodstream;Escherichia coli;Meropenem;EGY;Egypt;Eastern Mediterranean Region;23;8;34.782608696
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;EGY;Egypt;Eastern Mediterranean Region;24;21;87.5
2022;Bloodstream;Escherichia coli;Cefepime;EST;Estonia;European Region;851;52;6.110458284
2022;Bloodstream;Escherichia coli;Cefotaxime;EST;Estonia;European Region;1003;116;11.565304088
2022;Bloodstream;Escherichia coli;Ceftazidime;EST;Estonia;European Region;714;78;10.924369748
2022;Bloodstream;Escherichia coli;Ciprofloxacin;EST;Estonia;European Region;987;161;16.312056738
2022;Bloodstream;Escherichia coli;Ertapenem;EST;Estonia;European Region;760;1;0.131578947
2022;Bloodstream;Escherichia coli;Imipenem;EST;Estonia;European Region;269;0;0.0
2022;Bloodstream;Escherichia coli;Meropenem;EST;Estonia;European Region;846;1;0.11820331
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;EST;Estonia;European Region;1003;116;11.565304088
2022;Bloodstream;Escherichia coli;Cefepime;ETH;Ethiopia;African Region;31;23;74.193548387
2022;Bloodstream;Escherichia coli;Cefotaxime;ETH;Ethiopia;African Region;42;34;80.952380952
2022;Bloodstream;Escherichia coli;Ceftazidime;ETH;Ethiopia;African Region;70;50;71.428571429
2022;Bloodstream;Escherichia coli;Ceftriaxone;ETH;Ethiopia;African Region;64;50;78.125
2022;Bloodstream;Escherichia coli;Ciprofloxacin;ETH;Ethiopia;African Region;116;78;67.24137931
2022;Bloodstream;Escherichia coli;Co-trimoxazole;ETH;Ethiopia;African Region;97;87;89.690721649
2022;Bloodstream;Escherichia coli;Ertapenem;ETH;Ethiopia;African Region;30;8;26.666666667
2022;Bloodstream;Escherichia coli;Imipenem;ETH;Ethiopia;African Region;12;1;8.333333333
2022;Bloodstream;Escherichia coli;Meropenem;ETH;Ethiopia;African Region;71;11;15.492957746
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;ETH;Ethiopia;African Region;42;34;80.952380952
2022;Bloodstream;Escherichia coli;Cefotaxime;FIN;Finland;European Region;300;20;6.666666667
2022;Bloodstream;Escherichia coli;Ceftazidime;FIN;Finland;European Region;5434;287;5.281560545
2022;Bloodstream;Escherichia coli;Ceftriaxone;FIN;Finland;European Region;5450;321;5.889908257
2022;Bloodstream;Escherichia coli;Ciprofloxacin;FIN;Finland;European Region;3847;402;10.449701066
2022;Bloodstream;Escherichia coli;Ertapenem;FIN;Finland;European Region;2958;3;0.101419878
2022;Bloodstream;Escherichia coli;Imipenem;FIN;Finland;European Region;333;0;0.0
2022;Bloodstream;Escherichia coli;Levofloxacin;FIN;Finland;European Region;1971;165;8.371385084
2022;Bloodstream;Escherichia coli;Meropenem;FIN;Finland;European Region;5476;0;0.0
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;FIN;Finland;European Region;300;20;6.666666667
2022;Bloodstream;Escherichia coli;Cefepime;FRA;France;European Region;9486;727;7.663925785
2022;Bloodstream;Escherichia coli;Cefotaxime;FRA;France;European Region;15612;1244;7.968229567
2022;Bloodstream;Escherichia coli;Ceftazidime;FRA;France;European Region;17205;1016;5.905260099
2022;Bloodstream;Escherichia coli;Ceftriaxone;FRA;France;European Region;5102;466;9.133673069
2022;Bloodstream;Escherichia coli;Ciprofloxacin;FRA;France;European Region;16490;1777;10.776228017
2022;Bloodstream;Escherichia coli;Colistin;FRA;France;European Region;240;7;2.916666667
2022;Bloodstream;Escherichia coli;Ertapenem;FRA;France;European Region;16451;35;0.212753024
2022;Bloodstream;Escherichia coli;Imipenem;FRA;France;European Region;16590;9;0.054249548
2022;Bloodstream;Escherichia coli;Levofloxacin;FRA;France;European Region;6428;714;11.107654014
2022;Bloodstream;Escherichia coli;Meropenem;FRA;France;European Region;6428;15;0.233354076
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;FRA;France;European Region;5102;466;9.133673069
2022;Bloodstream;Escherichia coli;Cefotaxime;GBR;United Kingdom of Great Britain and Northern Ireland;European Region;19032;2171;11.407103825
2022;Bloodstream;Escherichia coli;Ceftazidime;GBR;United Kingdom of Great Britain and Northern Ireland;European Region;26926;2876;10.681126049
2022;Bloodstream;Escherichia coli;Ceftriaxone;GBR;United Kingdom of Great Britain and Northern Ireland;European Region;9610;1054;10.967741935
2022;Bloodstream;Escherichia coli;Ciprofloxacin;GBR;United Kingdom of Great Britain and Northern Ireland;European Region;31866;5403;16.955375635
2022;Bloodstream;Escherichia coli;Colistin;GBR;United Kingdom of Great Britain and Northern Ireland;European Region;1619;30;1.852995676
2022;Bloodstream;Escherichia coli;Ertapenem;GBR;United Kingdom of Great Britain and Northern Ireland;European Region;29006;97;0.33441357
2022;Bloodstream;Escherichia coli;Imipenem;GBR;United Kingdom of Great Britain and Northern Ireland;European Region;4101;5;0.121921483
2022;Bloodstream;Escherichia coli;Levofloxacin;GBR;United Kingdom of Great Britain and Northern Ireland;European Region;4358;908;20.835245525
2022;Bloodstream;Escherichia coli;Meropenem;GBR;United Kingdom of Great Britain and Northern Ireland;European Region;31922;30;0.093979074
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;GBR;United Kingdom of Great Britain and Northern Ireland;European Region;19032;2171;11.407103825
2022;Bloodstream;Escherichia coli;Cefotaxime;GEO;Georgia;European Region;155;72;46.451612903
2022;Bloodstream;Escherichia coli;Ceftazidime;GEO;Georgia;European Region;197;87;44.162436548
2022;Bloodstream;Escherichia coli;Ceftriaxone;GEO;Georgia;European Region;93;37;39.784946237
2022;Bloodstream;Escherichia coli;Ciprofloxacin;GEO;Georgia;European Region;202;73;36.138613861
2022;Bloodstream;Escherichia coli;Co-trimoxazole;GEO;Georgia;European Region;169;89;52.662721893
2022;Bloodstream;Escherichia coli;Colistin;GEO;Georgia;European Region;26;0;0.0
2022;Bloodstream;Escherichia coli;Ertapenem;GEO;Georgia;European Region;118;0;0.0
2022;Bloodstream;Escherichia coli;Imipenem;GEO;Georgia;European Region;161;2;1.242236025
2022;Bloodstream;Escherichia coli;Levofloxacin;GEO;Georgia;European Region;35;14;40.0
2022;Bloodstream;Escherichia coli;Meropenem;GEO;Georgia;European Region;200;1;0.5
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;GEO;Georgia;European Region;155;72;46.451612903
2022;Bloodstream;Escherichia coli;Cefotaxime;GHA;Ghana;African Region;52;47;90.384615385
2022;Bloodstream;Escherichia coli;Ceftazidime;GHA;Ghana;African Region;25;5;20.0
2022;Bloodstream;Escherichia coli;Ceftriaxone;GHA;Ghana;African Region;67;56;83.582089552
2022;Bloodstream;Escherichia coli;Ciprofloxacin;GHA;Ghana;African Region;79;48;60.759493671
2022;Bloodstream;Escherichia coli;Co-trimoxazole;GHA;Ghana;African Region;43;32;74.418604651
2022;Bloodstream;Escherichia coli;Levofloxacin;GHA;Ghana;African Region;20;14;70.0
2022;Bloodstream;Escherichia coli;Meropenem;GHA;Ghana;African Region;38;7;18.421052632
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;GHA;Ghana;African Region;52;47;90.384615385
2022;Bloodstream;Escherichia coli;Cefepime;GRC;Greece;European Region;1078;178;16.512059369
2022;Bloodstream;Escherichia coli;Cefotaxime;GRC;Greece;European Region;915;214;23.387978142
2022;Bloodstream;Escherichia coli;Ceftazidime;GRC;Greece;European Region;1165;210;18.025751073
2022;Bloodstream;Escherichia coli;Ceftriaxone;GRC;Greece;European Region;654;157;24.006116208
2022;Bloodstream;Escherichia coli;Ciprofloxacin;GRC;Greece;European Region;1236;441;35.67961165
2022;Bloodstream;Escherichia coli;Colistin;GRC;Greece;European Region;886;8;0.902934537
2022;Bloodstream;Escherichia coli;Ertapenem;GRC;Greece;European Region;916;20;2.183406114
2022;Bloodstream;Escherichia coli;Imipenem;GRC;Greece;European Region;1083;17;1.569713758
2022;Bloodstream;Escherichia coli;Levofloxacin;GRC;Greece;European Region;899;310;34.482758621
2022;Bloodstream;Escherichia coli;Meropenem;GRC;Greece;European Region;1020;12;1.176470588
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;GRC;Greece;European Region;654;157;24.006116208
2022;Bloodstream;Escherichia coli;Cefepime;HKG;China, Hong Kong SAR;Western Pacific Region;5668;744;13.126323218
2022;Bloodstream;Escherichia coli;Cefotaxime;HKG;China, Hong Kong SAR;Western Pacific Region;4877;1412;28.952224728
2022;Bloodstream;Escherichia coli;Ceftazidime;HKG;China, Hong Kong SAR;Western Pacific Region;4436;370;8.34084761
2022;Bloodstream;Escherichia coli;Ceftriaxone;HKG;China, Hong Kong SAR;Western Pacific Region;3009;905;30.076437355
2022;Bloodstream;Escherichia coli;Ciprofloxacin;HKG;China, Hong Kong SAR;Western Pacific Region;839;319;38.021454112
2022;Bloodstream;Escherichia coli;Co-trimoxazole;HKG;China, Hong Kong SAR;Western Pacific Region;3379;1305;38.620893756
2022;Bloodstream;Escherichia coli;Colistin;HKG;China, Hong Kong SAR;Western Pacific Region;21;1;4.761904762
2022;Bloodstream;Escherichia coli;Ertapenem;HKG;China, Hong Kong SAR;Western Pacific Region;5174;23;0.444530344
2022;Bloodstream;Escherichia coli;Imipenem;HKG;China, Hong Kong SAR;Western Pacific Region;2797;15;0.536288881
2022;Bloodstream;Escherichia coli;Levofloxacin;HKG;China, Hong Kong SAR;Western Pacific Region;5580;1869;33.494623656
2022;Bloodstream;Escherichia coli;Meropenem;HKG;China, Hong Kong SAR;Western Pacific Region;3575;17;0.475524476
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;HKG;China, Hong Kong SAR;Western Pacific Region;3009;905;30.076437355
2022;Bloodstream;Escherichia coli;Ceftazidime;HRV;Croatia;European Region;981;153;15.596330275
2022;Bloodstream;Escherichia coli;Ceftriaxone;HRV;Croatia;European Region;985;162;16.446700508
2022;Bloodstream;Escherichia coli;Ciprofloxacin;HRV;Croatia;European Region;975;295;30.256410256
2022;Bloodstream;Escherichia coli;Imipenem;HRV;Croatia;European Region;973;1;0.102774923
2022;Bloodstream;Escherichia coli;Meropenem;HRV;Croatia;European Region;977;1;0.102354145
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;HRV;Croatia;European Region;985;162;16.446700508
2022;Bloodstream;Escherichia coli;Cefepime;IDN;Indonesia;South-East Asia Region;1263;564;44.655581948
2022;Bloodstream;Escherichia coli;Cefotaxime;IDN;Indonesia;South-East Asia Region;671;462;68.852459016
2022;Bloodstream;Escherichia coli;Ceftazidime;IDN;Indonesia;South-East Asia Region;1338;730;54.559043348
2022;Bloodstream;Escherichia coli;Ceftriaxone;IDN;Indonesia;South-East Asia Region;1176;820;69.727891156
2022;Bloodstream;Escherichia coli;Ciprofloxacin;IDN;Indonesia;South-East Asia Region;1267;883;69.692186267
2022;Bloodstream;Escherichia coli;Co-trimoxazole;IDN;Indonesia;South-East Asia Region;491;277;56.415478615
2022;Bloodstream;Escherichia coli;Colistin;IDN;Indonesia;South-East Asia Region;119;2;1.680672269
2022;Bloodstream;Escherichia coli;Doripenem;IDN;Indonesia;South-East Asia Region;147;10;6.802721088
2022;Bloodstream;Escherichia coli;Ertapenem;IDN;Indonesia;South-East Asia Region;764;35;4.581151832
2022;Bloodstream;Escherichia coli;Imipenem;IDN;Indonesia;South-East Asia Region;498;41;8.232931727
2022;Bloodstream;Escherichia coli;Levofloxacin;IDN;Indonesia;South-East Asia Region;511;312;61.056751468
2022;Bloodstream;Escherichia coli;Meropenem;IDN;Indonesia;South-East Asia Region;1342;68;5.067064083
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;IDN;Indonesia;South-East Asia Region;1176;820;69.727891156
2022;Bloodstream;Escherichia coli;Cefepime;IND;India;South-East Asia Region;4553;2675;58.752470898
2022;Bloodstream;Escherichia coli;Cefotaxime;IND;India;South-East Asia Region;7037;5432;77.191985221
2022;Bloodstream;Escherichia coli;Ceftazidime;IND;India;South-East Asia Region;4779;3390;70.935342122
2022;Bloodstream;Escherichia coli;Ceftriaxone;IND;India;South-East Asia Region;3128;2425;77.525575448
2022;Bloodstream;Escherichia coli;Ciprofloxacin;IND;India;South-East Asia Region;9059;6807;75.140744011
2022;Bloodstream;Escherichia coli;Co-trimoxazole;IND;India;South-East Asia Region;5307;3145;59.26135293
2022;Bloodstream;Escherichia coli;Colistin;IND;India;South-East Asia Region;4575;14;0.306010929
2022;Bloodstream;Escherichia coli;Ertapenem;IND;India;South-East Asia Region;4768;1301;27.286073826
2022;Bloodstream;Escherichia coli;Imipenem;IND;India;South-East Asia Region;8343;2285;27.388229654
2022;Bloodstream;Escherichia coli;Meropenem;IND;India;South-East Asia Region;7641;1969;25.768878419
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;IND;India;South-East Asia Region;3128;2425;77.525575448
2022;Bloodstream;Escherichia coli;Cefotaxime;IRL;Ireland;European Region;2236;235;10.509838998
2022;Bloodstream;Escherichia coli;Ceftazidime;IRL;Ireland;European Region;2376;196;8.249158249
2022;Bloodstream;Escherichia coli;Ceftriaxone;IRL;Ireland;European Region;1161;89;7.66580534
2022;Bloodstream;Escherichia coli;Ciprofloxacin;IRL;Ireland;European Region;2995;468;15.626043406
2022;Bloodstream;Escherichia coli;Ertapenem;IRL;Ireland;European Region;2181;10;0.458505273
2022;Bloodstream;Escherichia coli;Imipenem;IRL;Ireland;European Region;398;0;0.0
2022;Bloodstream;Escherichia coli;Levofloxacin;IRL;Ireland;European Region;277;41;14.801444043
2022;Bloodstream;Escherichia coli;Meropenem;IRL;Ireland;European Region;2996;0;0.0
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;IRL;Ireland;European Region;2236;235;10.509838998
2022;Bloodstream;Escherichia coli;Cefepime;IRN;Iran (Islamic Republic of);Eastern Mediterranean Region;511;258;50.489236791
2022;Bloodstream;Escherichia coli;Cefotaxime;IRN;Iran (Islamic Republic of);Eastern Mediterranean Region;398;277;69.59798995
2022;Bloodstream;Escherichia coli;Ceftriaxone;IRN;Iran (Islamic Republic of);Eastern Mediterranean Region;579;409;70.639032815
2022;Bloodstream;Escherichia coli;Ciprofloxacin;IRN;Iran (Islamic Republic of);Eastern Mediterranean Region;632;406;64.240506329
2022;Bloodstream;Escherichia coli;Co-trimoxazole;IRN;Iran (Islamic Republic of);Eastern Mediterranean Region;653;456;69.831546708
2022;Bloodstream;Escherichia coli;Imipenem;IRN;Iran (Islamic Republic of);Eastern Mediterranean Region;603;87;14.427860697
2022;Bloodstream;Escherichia coli;Meropenem;IRN;Iran (Islamic Republic of);Eastern Mediterranean Region;263;14;5.323193916
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;IRN;Iran (Islamic Republic of);Eastern Mediterranean Region;579;409;70.639032815
2022;Bloodstream;Escherichia coli;Cefepime;IRQ;Iraq;Eastern Mediterranean Region;215;134;62.325581395
2022;Bloodstream;Escherichia coli;Cefotaxime;IRQ;Iraq;Eastern Mediterranean Region;119;100;84.033613445
2022;Bloodstream;Escherichia coli;Ceftazidime;IRQ;Iraq;Eastern Mediterranean Region;221;169;76.470588235
2022;Bloodstream;Escherichia coli;Ceftriaxone;IRQ;Iraq;Eastern Mediterranean Region;147;126;85.714285714
2022;Bloodstream;Escherichia coli;Ciprofloxacin;IRQ;Iraq;Eastern Mediterranean Region;220;116;52.727272727
2022;Bloodstream;Escherichia coli;Co-trimoxazole;IRQ;Iraq;Eastern Mediterranean Region;221;159;71.945701357
2022;Bloodstream;Escherichia coli;Ertapenem;IRQ;Iraq;Eastern Mediterranean Region;47;6;12.765957447
2022;Bloodstream;Escherichia coli;Imipenem;IRQ;Iraq;Eastern Mediterranean Region;249;60;24.096385542
2022;Bloodstream;Escherichia coli;Levofloxacin;IRQ;Iraq;Eastern Mediterranean Region;174;91;52.298850575
2022;Bloodstream;Escherichia coli;Meropenem;IRQ;Iraq;Eastern Mediterranean Region;253;44;17.391304348
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;IRQ;Iraq;Eastern Mediterranean Region;147;126;85.714285714
2022;Bloodstream;Escherichia coli;Cefotaxime;ISL;Iceland;European Region;235;23;9.787234043
2022;Bloodstream;Escherichia coli;Ceftriaxone;ISL;Iceland;European Region;235;22;9.361702128
2022;Bloodstream;Escherichia coli;Ciprofloxacin;ISL;Iceland;European Region;235;24;10.212765957
2022;Bloodstream;Escherichia coli;Meropenem;ISL;Iceland;European Region;235;0;0.0
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;ISL;Iceland;European Region;235;23;9.787234043
2022;Bloodstream;Escherichia coli;Cefepime;ITA;Italy;European Region;24360;4425;18.165024631
2022;Bloodstream;Escherichia coli;Cefotaxime;ITA;Italy;European Region;21055;5001;23.752077891
2022;Bloodstream;Escherichia coli;Ceftazidime;ITA;Italy;European Region;25039;4919;19.645353249
2022;Bloodstream;Escherichia coli;Ceftriaxone;ITA;Italy;European Region;3505;929;26.504992867
2022;Bloodstream;Escherichia coli;Ciprofloxacin;ITA;Italy;European Region;25259;7947;31.46205313
2022;Bloodstream;Escherichia coli;Colistin;ITA;Italy;European Region;8995;108;1.200667037
2022;Bloodstream;Escherichia coli;Ertapenem;ITA;Italy;European Region;15644;136;0.869342879
2022;Bloodstream;Escherichia coli;Imipenem;ITA;Italy;European Region;16321;47;0.287972551
2022;Bloodstream;Escherichia coli;Levofloxacin;ITA;Italy;European Region;6753;2080;30.801125426
2022;Bloodstream;Escherichia coli;Meropenem;ITA;Italy;European Region;23634;52;0.220022002
2022;Bloodstream;Escherichia coli;Third generation cephalosporins resistance;ITA;Italy;European Region;3505;929;26.504992867
2022;Bloodstream;Escherichia coli;Cefepime;JOR;Jordan;Eastern Mediterranean Region;291;123;42.268041237
2022;Bloodstream;Escherichia coli;Cefotaxime;JOR;Jordan;Eastern Mediterranean Region;161;85;52.795031056
2022;Bloodstream;Escherichia coli;Ceftazidime;JOR;Jordan;Eastern Mediterranean Region;362;165;45.580110497
2022;Bloodstream;Escherichia coli;Ceftriaxone;JOR;Jordan;Eastern Mediterranean Region;318;182;57.232704403
2022;Bloodstream;Escherichia coli;Ciprofloxacin;JOR;Jordan;Eastern Mediterranean Region;392;240;61.224489796
2022;Bloodstream;Escherichia coli;Co-trimoxazole;JOR;Jordan;Eastern Mediterranean Region;328;220;67.073170732
2022;Bloodstream;Escherichia coli;Colistin;JOR;Jordan;Eastern Mediterranean Region;15;0;0.0
2022;Bloodstream;Escherichia coli;Ertapenem;JOR;Jordan;Eastern Mediterranean Region;271;27;9.963099631
