Year;Specimen;PathogenName;AntibioticName;Iso3;CountryTerritoryArea;WHORegionName;InterpretableAST;Resistant;ResistancePercentage
2023;Bloodstream;Klebsiella pneumoniae;Levofloxacin;IRQ;Iraq;Eastern Mediterranean Region;221;123;55.656108597
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;IRQ;Iraq;Eastern Mediterranean Region;251;155;61.752988048
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;ISL;Iceland;European Region;44;3;6.818181818
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;ISL;Iceland;European Region;44;5;11.363636364
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;ISL;Iceland;European Region;44;0;0.0
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;ITA;Italy;European Region;9799;4759;48.566180222
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;ITA;Italy;European Region;6590;3479;52.792109256
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;ITA;Italy;European Region;6520;3704;56.809815951
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;ITA;Italy;European Region;631;391;61.965134707
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;ITA;Italy;European Region;11836;5805;49.045285569
2023;Bloodstream;Klebsiella pneumoniae;Colistin;ITA;Italy;European Region;1317;58;4.403948368
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;ITA;Italy;European Region;2497;638;25.550660793
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;ITA;Italy;European Region;6241;1903;30.491908348
2023;Bloodstream;Klebsiella pneumoniae;Levofloxacin;ITA;Italy;European Region;1633;932;57.072872015
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;ITA;Italy;European Region;7336;1678;22.873500545
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;JOR;Jordan;Eastern Mediterranean Region;293;176;60.068259386
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;JOR;Jordan;Eastern Mediterranean Region;188;135;71.808510638
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;JOR;Jordan;Eastern Mediterranean Region;332;222;66.86746988
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;JOR;Jordan;Eastern Mediterranean Region;213;144;67.605633803
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;JOR;Jordan;Eastern Mediterranean Region;308;173;56.168831169
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;JOR;Jordan;Eastern Mediterranean Region;328;153;46.646341463
2023;Bloodstream;Klebsiella pneumoniae;Colistin;JOR;Jordan;Eastern Mediterranean Region;43;2;4.651162791
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;JOR;Jordan;Eastern Mediterranean Region;196;70;35.714285714
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;JOR;Jordan;Eastern Mediterranean Region;366;142;38.797814208
2023;Bloodstream;Klebsiella pneumoniae;Levofloxacin;JOR;Jordan;Eastern Mediterranean Region;60;16;26.666666667
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;JOR;Jordan;Eastern Mediterranean Region;306;125;40.849673203
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;JPN;Japan;Western Pacific Region;33145;1811;5.46387087
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;JPN;Japan;Western Pacific Region;23641;1844;7.80000846
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;JPN;Japan;Western Pacific Region;33821;1969;5.821826676
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;JPN;Japan;Western Pacific Region;25309;2208;8.724169268
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;JPN;Japan;Western Pacific Region;20470;974;4.758182706
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;JPN;Japan;Western Pacific Region;29454;34;0.115434236
2023;Bloodstream;Klebsiella pneumoniae;Levofloxacin;JPN;Japan;Western Pacific Region;33676;1091;3.239695926
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;JPN;Japan;Western Pacific Region;34891;58;0.16623198
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;KEN;Kenya;African Region;307;157;51.140065147
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;KEN;Kenya;African Region;312;251;80.448717949
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;KEN;Kenya;African Region;328;250;76.219512195
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;KEN;Kenya;African Region;360;298;82.777777778
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;KEN;Kenya;African Region;337;216;64.09495549
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;KEN;Kenya;African Region;329;265;80.547112462
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;KEN;Kenya;African Region;334;48;14.371257485
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;KHM;Cambodia;Western Pacific Region;94;39;41.489361702
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;KHM;Cambodia;Western Pacific Region;208;96;46.153846154
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;KHM;Cambodia;Western Pacific Region;219;123;56.164383562
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;KHM;Cambodia;Western Pacific Region;209;116;55.502392344
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;KHM;Cambodia;Western Pacific Region;12;2;16.666666667
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;KHM;Cambodia;Western Pacific Region;94;10;10.638297872
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;KHM;Cambodia;Western Pacific Region;200;17;8.5
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;KHM;Cambodia;Western Pacific Region;220;15;6.818181818
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;KOR;Republic of Korea;Western Pacific Region;1244;314;25.241157556
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;KOR;Republic of Korea;Western Pacific Region;1244;387;31.109324759
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;KOR;Republic of Korea;Western Pacific Region;1244;288;23.151125402
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;KOR;Republic of Korea;Western Pacific Region;1244;373;29.98392283
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;KOR;Republic of Korea;Western Pacific Region;1244;320;25.723472669
2023;Bloodstream;Klebsiella pneumoniae;Colistin;KOR;Republic of Korea;Western Pacific Region;1244;6;0.482315113
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;KOR;Republic of Korea;Western Pacific Region;1244;89;7.154340836
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;KOR;Republic of Korea;Western Pacific Region;1244;76;6.109324759
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;KOR;Republic of Korea;Western Pacific Region;1244;76;6.109324759
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;KWT;Kuwait;Eastern Mediterranean Region;210;107;50.952380952
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;KWT;Kuwait;Eastern Mediterranean Region;307;205;66.7752443
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;KWT;Kuwait;Eastern Mediterranean Region;383;219;57.180156658
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;KWT;Kuwait;Eastern Mediterranean Region;328;205;62.5
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;KWT;Kuwait;Eastern Mediterranean Region;458;233;50.873362445
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;KWT;Kuwait;Eastern Mediterranean Region;384;181;47.135416667
2023;Bloodstream;Klebsiella pneumoniae;Colistin;KWT;Kuwait;Eastern Mediterranean Region;119;11;9.243697479
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;KWT;Kuwait;Eastern Mediterranean Region;427;118;27.634660422
2023;Bloodstream;Klebsiella pneumoniae;Levofloxacin;KWT;Kuwait;Eastern Mediterranean Region;19;11;57.894736842
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;KWT;Kuwait;Eastern Mediterranean Region;462;133;28.787878788
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;LAO;Lao People's Democratic Republic;Western Pacific Region;91;21;23.076923077
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;LAO;Lao People's Democratic Republic;Western Pacific Region;93;23;24.731182796
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;LAO;Lao People's Democratic Republic;Western Pacific Region;92;18;19.565217391
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;LAO;Lao People's Democratic Republic;Western Pacific Region;92;25;27.173913043
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;LAO;Lao People's Democratic Republic;Western Pacific Region;61;3;4.918032787
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;LAO;Lao People's Democratic Republic;Western Pacific Region;47;1;2.127659574
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;LAO;Lao People's Democratic Republic;Western Pacific Region;92;2;2.173913043
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;LBN;Lebanon;Eastern Mediterranean Region;23;21;91.304347826
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;LBN;Lebanon;Eastern Mediterranean Region;23;23;100.0
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;LBN;Lebanon;Eastern Mediterranean Region;23;14;60.869565217
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;LBN;Lebanon;Eastern Mediterranean Region;23;9;39.130434783
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;LBN;Lebanon;Eastern Mediterranean Region;23;3;13.043478261
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;LBN;Lebanon;Eastern Mediterranean Region;23;0;0.0
2023;Bloodstream;Klebsiella pneumoniae;Levofloxacin;LBN;Lebanon;Eastern Mediterranean Region;23;17;73.913043478
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;LKA;Sri Lanka;South-East Asia Region;284;174;61.267605634
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;LKA;Sri Lanka;South-East Asia Region;81;44;54.320987654
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;LKA;Sri Lanka;South-East Asia Region;278;175;62.949640288
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;LKA;Sri Lanka;South-East Asia Region;99;43;43.434343434
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;LKA;Sri Lanka;South-East Asia Region;266;89;33.458646617
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;LTU;Lithuania;European Region;164;55;33.536585366
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;LTU;Lithuania;European Region;253;114;45.059288538
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;LTU;Lithuania;European Region;124;66;53.225806452
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;LTU;Lithuania;European Region;532;224;42.105263158
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;LTU;Lithuania;European Region;206;13;6.310679612
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;LTU;Lithuania;European Region;335;8;2.388059701
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;LUX;Luxembourg;European Region;76;13;17.105263158
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;LUX;Luxembourg;European Region;83;17;20.481927711
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;LUX;Luxembourg;European Region;83;15;18.072289157
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;LUX;Luxembourg;European Region;82;2;2.43902439
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;LVA;Latvia;European Region;143;52;36.363636364
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;LVA;Latvia;European Region;143;53;37.062937063
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;LVA;Latvia;European Region;143;50;34.965034965
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;LVA;Latvia;European Region;143;49;34.265734266
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;LVA;Latvia;European Region;143;17;11.888111888
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;LVA;Latvia;European Region;143;9;6.293706294
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;LVA;Latvia;European Region;143;8;5.594405594
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;MAR;Morocco;Eastern Mediterranean Region;416;322;77.403846154
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;MAR;Morocco;Eastern Mediterranean Region;324;265;81.790123457
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;MAR;Morocco;Eastern Mediterranean Region;566;449;79.328621908
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;MAR;Morocco;Eastern Mediterranean Region;576;451;78.298611111
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;MAR;Morocco;Eastern Mediterranean Region;576;368;63.888888889
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;MAR;Morocco;Eastern Mediterranean Region;578;341;58.996539792
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;MAR;Morocco;Eastern Mediterranean Region;581;172;29.604130809
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;MAR;Morocco;Eastern Mediterranean Region;581;126;21.686746988
2023;Bloodstream;Klebsiella pneumoniae;Levofloxacin;MAR;Morocco;Eastern Mediterranean Region;547;342;62.52285192
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;MAR;Morocco;Eastern Mediterranean Region;368;66;17.934782609
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;MDA;Republic of Moldova;European Region;188;176;93.617021277
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;MDA;Republic of Moldova;European Region;190;173;91.052631579
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;MDA;Republic of Moldova;European Region;182;170;93.406593407
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;MDA;Republic of Moldova;European Region;190;173;91.052631579
2023;Bloodstream;Klebsiella pneumoniae;Colistin;MDA;Republic of Moldova;European Region;57;6;10.526315789
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;MDA;Republic of Moldova;European Region;187;148;79.144385027
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;MDA;Republic of Moldova;European Region;190;117;61.578947368
2023;Bloodstream;Klebsiella pneumoniae;Levofloxacin;MDA;Republic of Moldova;European Region;184;161;87.5
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;MDA;Republic of Moldova;European Region;186;127;68.279569892
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;MDG;Madagascar;African Region;16;11;68.75
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;MDG;Madagascar;African Region;16;13;81.25
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;MDG;Madagascar;African Region;15;12;80.0
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;MDG;Madagascar;African Region;15;11;73.333333333
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;MDG;Madagascar;African Region;15;0;0.0
2023;Bloodstream;Klebsiella pneumoniae;Levofloxacin;MDG;Madagascar;African Region;13;2;15.384615385
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;MDV;Maldives;South-East Asia Region;34;24;70.588235294
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;MDV;Maldives;South-East Asia Region;11;11;100.0
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;MDV;Maldives;South-East Asia Region;27;20;74.074074074
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;MDV;Maldives;South-East Asia Region;36;29;80.555555556
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;MDV;Maldives;South-East Asia Region;36;25;69.444444444
2023;Bloodstream;Klebsiella pneumoniae;Colistin;MDV;Maldives;South-East Asia Region;33;4;12.121212121
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;MDV;Maldives;South-East Asia Region;27;18;66.666666667
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;MDV;Maldives;South-East Asia Region;34;22;64.705882353
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;MDV;Maldives;South-East Asia Region;34;23;67.647058824
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;MKD;North Macedonia;European Region;61;60;98.360655738
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;MKD;North Macedonia;European Region;94;90;95.744680851
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;MKD;North Macedonia;European Region;35;32;91.428571429
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;MKD;North Macedonia;European Region;93;35;37.634408602
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;MKD;North Macedonia;European Region;51;43;84.31372549
2023;Bloodstream;Klebsiella pneumoniae;Colistin;MKD;North Macedonia;European Region;15;2;13.333333333
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;MKD;North Macedonia;European Region;78;24;30.769230769
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;MKD;North Macedonia;European Region;95;23;24.210526316
2023;Bloodstream;Klebsiella pneumoniae;Levofloxacin;MKD;North Macedonia;European Region;17;10;58.823529412
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;MKD;North Macedonia;European Region;95;24;25.263157895
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;MLI;Mali;African Region;27;17;62.962962963
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;MLI;Mali;African Region;27;18;66.666666667
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;MLI;Mali;African Region;27;18;66.666666667
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;MLI;Mali;African Region;27;13;48.148148148
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;MLI;Mali;African Region;27;20;74.074074074
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;MLI;Mali;African Region;27;4;14.814814815
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;MLT;Malta;European Region;168;21;12.5
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;MLT;Malta;European Region;168;42;25.0
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;MLT;Malta;European Region;168;45;26.785714286
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;MLT;Malta;European Region;168;53;31.547619048
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;MLT;Malta;European Region;168;43;25.595238095
2023;Bloodstream;Klebsiella pneumoniae;Colistin;MLT;Malta;European Region;67;3;4.47761194
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;MLT;Malta;European Region;168;28;16.666666667
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;MLT;Malta;European Region;168;11;6.547619048
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;MLT;Malta;European Region;168;8;4.761904762
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;MMR;Myanmar;South-East Asia Region;29;24;82.75862069
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;MMR;Myanmar;South-East Asia Region;29;27;93.103448276
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;MMR;Myanmar;South-East Asia Region;27;24;88.888888889
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;MMR;Myanmar;South-East Asia Region;27;24;88.888888889
2023;Bloodstream;Klebsiella pneumoniae;Colistin;MMR;Myanmar;South-East Asia Region;26;0;0.0
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;MMR;Myanmar;South-East Asia Region;24;15;62.5
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;MMR;Myanmar;South-East Asia Region;29;18;62.068965517
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;MMR;Myanmar;South-East Asia Region;27;17;62.962962963
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;MOZ;Mozambique;African Region;16;12;75.0
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;MOZ;Mozambique;African Region;17;14;82.352941176
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;MOZ;Mozambique;African Region;17;13;76.470588235
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;MOZ;Mozambique;African Region;14;11;78.571428571
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;MOZ;Mozambique;African Region;17;3;17.647058824
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;MOZ;Mozambique;African Region;17;3;17.647058824
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;MUS;Mauritius;African Region;298;227;76.174496644
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;MUS;Mauritius;African Region;298;224;75.167785235
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;MUS;Mauritius;African Region;298;227;76.174496644
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;MUS;Mauritius;African Region;298;187;62.751677852
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;MUS;Mauritius;African Region;298;197;66.10738255
2023;Bloodstream;Klebsiella pneumoniae;Colistin;MUS;Mauritius;African Region;298;6;2.013422819
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;MUS;Mauritius;African Region;298;105;35.234899329
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;MUS;Mauritius;African Region;298;109;36.577181208
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;MWI;Malawi;African Region;12;12;100.0
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;MWI;Malawi;African Region;40;33;82.5
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;MWI;Malawi;African Region;59;52;88.13559322
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;MWI;Malawi;African Region;61;45;73.770491803
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;MWI;Malawi;African Region;17;16;94.117647059
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;MWI;Malawi;African Region;63;7;11.111111111
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;MYS;Malaysia;Western Pacific Region;6660;1873;28.123123123
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;MYS;Malaysia;Western Pacific Region;6442;2258;35.051226327
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;MYS;Malaysia;Western Pacific Region;6649;2104;31.643856219
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;MYS;Malaysia;Western Pacific Region;1556;521;33.483290488
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;MYS;Malaysia;Western Pacific Region;6614;1767;26.716056849
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;MYS;Malaysia;Western Pacific Region;6319;2163;34.230099699
2023;Bloodstream;Klebsiella pneumoniae;Colistin;MYS;Malaysia;Western Pacific Region;138;2;1.449275362
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;MYS;Malaysia;Western Pacific Region;6664;649;9.738895558
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;MYS;Malaysia;Western Pacific Region;6658;597;8.966656654
2023;Bloodstream;Klebsiella pneumoniae;Levofloxacin;MYS;Malaysia;Western Pacific Region;56;12;21.428571429
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;MYS;Malaysia;Western Pacific Region;6618;624;9.428830462
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;NAM;Namibia;African Region;14;1;7.142857143
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;NAM;Namibia;African Region;14;3;21.428571429
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;NAM;Namibia;African Region;16;4;25.0
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;NAM;Namibia;African Region;18;7;38.888888889
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;NAM;Namibia;African Region;17;6;35.294117647
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;NAM;Namibia;African Region;14;2;14.285714286
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;NAM;Namibia;African Region;19;2;10.526315789
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;NAM;Namibia;African Region;14;2;14.285714286
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;NGA;Nigeria;African Region;14;10;71.428571429
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;NGA;Nigeria;African Region;63;50;79.365079365
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;NGA;Nigeria;African Region;55;50;90.909090909
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;NGA;Nigeria;African Region;58;48;82.75862069
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;NGA;Nigeria;African Region;39;35;89.743589744
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;NGA;Nigeria;African Region;42;16;38.095238095
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;NLD;Netherlands (Kingdom of the);European Region;119;13;10.924369748
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;NLD;Netherlands (Kingdom of the);European Region;551;58;10.526315789
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;NLD;Netherlands (Kingdom of the);European Region;629;63;10.015898251
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;NLD;Netherlands (Kingdom of the);European Region;321;32;9.968847352
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;NLD;Netherlands (Kingdom of the);European Region;1387;156;11.247296323
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;NLD;Netherlands (Kingdom of the);European Region;133;3;2.255639098
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;NLD;Netherlands (Kingdom of the);European Region;737;2;0.271370421
2023;Bloodstream;Klebsiella pneumoniae;Levofloxacin;NLD;Netherlands (Kingdom of the);European Region;114;14;12.280701754
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;NLD;Netherlands (Kingdom of the);European Region;743;4;0.538358008
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;NOR;Norway;European Region;214;6;2.803738318
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;NOR;Norway;European Region;296;18;6.081081081
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;NOR;Norway;European Region;471;26;5.520169851
2023;Bloodstream;Klebsiella pneumoniae;Ceftriaxone;NOR;Norway;European Region;19;2;10.526315789
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;NOR;Norway;European Region;779;91;11.681643132
2023;Bloodstream;Klebsiella pneumoniae;Ertapenem;NOR;Norway;European Region;28;2;7.142857143
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;NOR;Norway;European Region;29;0;0.0
2023;Bloodstream;Klebsiella pneumoniae;Meropenem;NOR;Norway;European Region;757;4;0.528401585
2023;Bloodstream;Klebsiella pneumoniae;Cefepime;NPL;Nepal;South-East Asia Region;334;271;81.137724551
2023;Bloodstream;Klebsiella pneumoniae;Cefotaxime;NPL;Nepal;South-East Asia Region;73;63;86.301369863
2023;Bloodstream;Klebsiella pneumoniae;Ceftazidime;NPL;Nepal;South-East Asia Region;263;230;87.452471483
2023;Bloodstream;Klebsiella pneumoniae;Ciprofloxacin;NPL;Nepal;South-East Asia Region;424;271;63.91509434
2023;Bloodstream;Klebsiella pneumoniae;Co-trimoxazole;NPL;Nepal;South-East Asia Region;335;230;68.656716418
2023;Bloodstream;Klebsiella pneumoniae;Imipenem;NPL;Nepal;South-East Asia Region;292;156;53.424657534
2023;Bloodstream;Klebsiella pneumoniae;Levofloxacin;NPL;Nepal;South-East Asia Region;316;158;50.0
